id,timetaken,batch,debriefinginsertifany,time_c_wide,track_c_wide,time_c_narrow1,track_c_narrow1,time_c_narrow2,track_c_narrow2,time_a_wide,track_a_wide,time_a_narrow,track_a_narrow,time_f_wide,track_f_wide,time_f_narrow,track_f_narrow,desert_grade,desert_grade_str,just_grade,just_grade_str,good_student,goodlife,econ_nation,econ_local,econ_self,goodlife_future,econ_nation_future,econ_local_future,econ_self_future,betteroff,children_sol,agency_slider,agency,agency_str,agency_self,agency_self_str,attitude_real,wealth_real,ambition_real,parenteduc_real,race_real,stablefam_real,gender_real,health_real,hardwork_real,econstate_real,education_real,school_real,connections_real,iq_real,creativity_real,attitude_ideal,wealth_ideal,ambition_ideal,parenteduc_ideal,race_ideal,stablefam_ideal,gender_ideal,health_ideal,hardwork_ideal,econstate_ideal,education_ideal,school_ideal,connections_ideal,iq_ideal,creativity_ideal,attitude_agency,wealth_agency,ambition_agency,parenteduc_agency,race_agency,stablefam_agency,gender_agency,health_agency,hardwork_agency,econstate_agency,education_agency,school_agency,connections_agency,iq_agency,creativity_agency,stability,stability_str,rich_income,rich_savings,poor_income,diff_incentives,gov_stayout,help_self,profits_benefit,society_real,society_ideal,society_achieve_10,society_achieve_50,society_achieve_ever,diff_large,gap_fix,diff_acceptable,accumulate_wealth,profits_fair,justice,justice_str,desert_salary,desert_rich,desert_rich_con,desert_rich_howmuch,desert_rich_howlittle,desert_poor,desert_poor_con,desert_poor_howmuch,desert_poor_howlittle,desert_americans,desert_americans_con,desert_americans_howmuch,desert_americans_howlittle,desert_realistic,progtaxes,gov_reducegap,gov_reducegap_str,gov_help,gov_help_str,gov_efficient,charity,time_1_0,track_1_0,time_1_1,track_1_1,time_1_2,track_1_2,time_2_0,track_2_0,time_2_1,track_2_1,time_2_2,track_2_2,exp_success,exp_desert,exp_desert_con,exp_desert_howmuch,exp_desert_howlittle,exp_progtaxes,exp_agency,exp_agency_str,exp_race,age,birth,urban,state,employment,unemployed,education,education_parents,school_hs,school_undergrad,school_grad,income,income_parents,class_now,class_childhood,race,gender,orientation,married,divorce,children,single_parent,religion,religiosity,theology,party,ideo,ideo_soc,ideo_econ,corr_ideal_real,corr_ideal_agency,time_check,race_other,religion_other,orientation_other,grade_exp_time,grade_exp_treat,exp_time,exp_treat,econ_current,econ_future,agency_within,agency_beyond,neoliberal,society_gap,egalitarian,society_achieve_10_str,society_achieve_50_str,society_achieve_ever_str,desert_salary_str,desert_rich_tot,desert_rich_mag,desert_poor_tot,desert_poor_mag,desert_americans_tot,desert_americans_mag,desert_realistic_str,progtaxes_str,gov_efficient_str,charity_str,exp_success_str,exp_desert_tot,exp_desert_mag,exp_progtaxes_str,exp_race_correct,exp_race_nonwhite,fulltime,school_private,school_ivy,income_household,class_change,nonwhite,female,gay,gay_strict,dem,party_str,liberal,ideo_str,liberal_soc,ideo_soc_str,liberal_econ,ideo_econ_str
145,13 minutes,7th batch,,,.,,.,38.0,C_narrow2,,.,,.,,.,,.,-1,-3,-1,-2,2,0,-3,-3,1,1,1,-1,3,0,1,"65, 35",1,3,1,3,3,3,3,2,-2,2,-2,-1,2,1,3,2,1,3,2,3,-3,3,-1,-3,-1,-3,-3,2,0,3,-3,-3,3,3,4,0,3,0,0,0,0,0,4,0,2,3,1,1,2,-1,-3,250000,2000000,20000,-1,1,-2,-1,2,3,-1,1,1,3,2,2,3,3,-1,-3,-1,-1,-3,,1.0,1,3,1.0,,1,3,1.0,,1,1,1,1,-1,-2,-1,-1,,.,,.,,.,,.,,.,17.0,2_2,-1.0,1,3,3.0,,0,1,3,1,19,1994,3,39,2,1,3,4,1.0,1.0,,7,,1,2,0,0,,0,0,0,0,0,1,1.0,0,1,2,2,0.642293,0.61025715,13,.,.,.,38.0,C_narrow2,17.0,2_2,1.0,,65,35,-0.75,1.0,2.5,-2.0,1.0,1.0,-2.0,-4.0,-1.0,4.0,1.0,4.0,1.0,2.0,2.0,-1.0,-1.0,-3.0,6.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,-1.0,0.0,1.0,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0
146,54 minutes,7th batch,,,.,,.,,.,,.,,.,48.0,F_wide,,.,-1,-2,-1,-2,2,0,1,2,0,0,1,0,0,0,0,"50, 50",1,1,1,2,3,-1,2,1,0,1,0,2,2,1,1,0,0,2,1,2,-2,1,-1,0,-1,0,1,2,0,1,0,0,1,2,4,0,3,0,0,0,0,2,3,1,3,2,0,2,2,1,3,150000,500000,25000,-1,-2,-1,-1,1,3,-1,-1,-1,1,2,-1,-3,0,1,2,-1,1,2,2.0,,-1,-2,,1.0,-1,-2,,2.0,-1,0,-1,-2,-1,-3,-1,0,,.,,.,,.,,.,47.0,2_1,,.,-1.0,-1,-2,,2.0,0,-1,-2,0,49,1964,4,44,3,1,5,2,1.0,3.0,,16,,1,2,0,0,1.0,5,0,0,0,2,2,0.0,-1,-1,-1,-1,0.73410016,0.82351625,54,.,.,.,48.0,F_wide,47.0,2_1,0.33333334,,50,50,-1.25,2.0,-2.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,-3.0,-1.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,-2.0,-4.0,-2.0,0.0,1.0,,2.0,0.0,0.0,16.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
147,11 minutes,7th batch,,,.,33.0,C_narrow1,,.,,.,,.,,.,,.,-1,-3,1,2,1,1,0,1,1,1,1,1,3,2,-2,"75, 25",1,2,1,2,2,-3,3,0,1,-3,-1,3,3,3,3,1,1,2,1,3,-3,3,-3,-3,-3,-3,-3,3,-3,2,-3,-3,2,2,3,0,3,0,0,0,0,3,3,0,4,2,0,3,0,1,3,"150,000","100,000","60,000",-2,0,1,-1,0,3,-1,-1,-1,1,1,-1,-2,3,-1,-1,0,1,2,2.0,,-1,-1,,2.0,1,2,2.0,,1,1,1,1,1,1,0,-1,,.,,.,,.,18.0,2_0,,.,,.,-1.0,1,2,1.0,,-1,1,2,0,18,1995,4,16,-2,1,3,1,1.0,1.0,,11,,0,0,0,1,1.0,0,0,0,0,0,0,1.0,1,1,2,-2,0.530614,0.68270683,11,.,.,.,33.0,C_narrow1,18.0,2_0,1.6666666,,75,25,-0.5,3.0,-1.5,-3.0,-3.0,-3.0,0.0,4.0,2.0,-3.0,-2.0,4.0,2.0,1.0,3.0,0.0,-1.0,-3.0,3.0,1.0,-3.0,1.0,,,1.0,0.0,11.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,-2.0
148,35 minutes,7th batch,,,.,,.,,.,53.0,A_wide,,.,,.,,.,1,2,1,2,1,0,-2,1,-3,1,0,2,3,-2,1,"70, 30",1,1,1,1,2,2,2,2,0,2,0,2,3,3,1,-1,1,1,0,3,-3,2,1,-3,2,-3,2,2,3,1,-3,0,1,0,4,0,3,0,0,1,0,3,4,1,2,2,1,3,2,1,2,100000,70000,5000,1,-1,-1,-1,3,3,1,1,1,2,2,2,2,1,-1,-1,0,-1,-1,,1.0,-1,-2,,2.0,1,2,3.0,,-1,1,1,2,-1,-1,-1,0,,.,42.0,1_1,,.,,.,,.,,.,1.0,1,2,2.0,,1,1,1,0,18,1995,2,36,-4,1,2,6,1.0,0.0,,11,,2,2,0,1,1.0,0,0,0,0,1,3,,-1,-2,-2,-2,0.7360257,0.6016544,35,.,.,.,53.0,A_wide,42.0,1_1,1.6666666,,70,30,-0.5,0.0,2.0,2.0,3.0,3.0,0.0,-2.0,-1.0,-4.0,-2.0,5.0,3.0,-1.0,1.0,-1.0,0.0,2.0,4.0,2.0,1.0,1.0,,,0.0,0.0,11.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
149,20 minutes,7th batch,,,.,,.,,.,,.,,.,80.0,F_wide,,.,1,1,1,1,1,1,2,1,2,1,1,2,0,2,1,"60, 40",1,1,1,2,2,3,3,2,1,3,0,3,3,2,2,1,3,1,1,2,2,3,1,0,2,0,3,3,2,2,1,1,1,2,3,0,3,0,0,1,0,1,4,1,3,2,1,2,4,1,2,"500,000","2,500,000","15,000",-1,2,-1,-1,0,3,-1,-1,-1,2,2,2,3,3,1,0,0,1,0,1.0,,-1,-2,,1.0,1,1,1.0,,-1,1,1,1,1,1,1,-1,,.,20.0,1_1,,.,,.,,.,,.,1.0,1,2,2.0,,1,1,1,0,35,1978,1,10,3,1,5,5,1.0,3.0,,13,,2,1,0,0,1.0,5,1,1,1,0,2,1.0,2,2,2,2,0.7319251,0.5730699,20,.,.,.,80.0,F_wide,20.0,1_1,1.0,,60,40,-0.25,3.0,2.5,-1.0,-1.0,-1.0,0.0,1.0,1.0,-3.0,-1.0,2.0,1.0,-1.0,3.0,2.0,-1.0,2.0,4.0,2.0,1.0,1.0,,2.0,0.0,0.0,13.0,1.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
150,15 minutes,7th batch,,,.,,.,43.0,C_narrow2,,.,,.,,.,,.,1,2,1,2,2,1,1,0,0,1,2,2,2,-1,0,"80, 20",1,1,1,2,2,2,3,3,1,0,2,2,1,2,2,2,1,2,0,3,0,3,3,-3,0,-3,0,2,2,3,0,-3,3,0,4,0,2,0,0,0,0,2,4,2,1,1,1,1,1,1,2,500000,250000000,15000,2,-1,-1,-1,0,3,-1,0,0,1,1,0,-1,1,1,0,0,1,1,2.0,,-1,-2,,0.0,1,2,2.0,,1,1,1,0,1,0,-1,-1,,.,33.0,1_1,,.,,.,,.,,.,1.0,1,3,3.0,,0,1,2,0,75,1938,2,29,-1,1,5,5,1.0,1.0,,10,,2,1,0,0,1.0,1,1,1,1,1,3,0.0,2,2,3,0,0.4624973,0.4755188,15,.,.,.,43.0,C_narrow2,33.0,1_1,2.0,,80,20,-0.25,3.0,-0.5,-2.0,0.0,0.0,0.0,3.0,2.0,-2.0,0.0,4.0,2.0,1.0,2.0,-3.0,-3.0,2.0,6.0,3.0,0.0,1.0,,,1.0,0.0,10.0,1.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0
151,12 minutes,7th batch,,,.,,.,,.,,.,,.,,.,32.0,F_narrow,1,2,1,2,2,0,0,2,2,1,1,0,2,1,1,"80, 20",1,3,1,3,3,1,3,1,-1,2,-3,1,3,2,2,1,1,1,1,3,-2,3,1,-3,2,-3,-1,3,0,1,-2,0,0,1,3,0,3,0,0,1,0,1,3,1,2,0,0,1,3,1,2,500000,800000,30000,-1,1,1,2,1,2,-1,0,0,1,-1,-3,-2,-1,1,2,-1,1,2,2.0,,-1,-2,,1.0,1,2,2.0,,-1,1,-1,-3,1,2,1,0,,.,,.,,.,,.,,.,33.0,2_2,-1.0,1,3,3.0,,0,1,3,0,18,1994,1,5,2,1,3,5,1.0,3.0,,18,,2,2,0,1,1.0,0,0,0,0,1,1,1.0,1,1,1,-1,0.84242946,0.7992909,12,.,.,.,32.0,F_narrow,33.0,2_2,1.0,,80,20,0.75,1.0,-2.5,-1.0,0.0,0.0,-1.0,4.0,2.0,-3.0,-1.0,4.0,2.0,-1.0,1.0,1.0,0.0,-2.0,6.0,3.0,0.0,1.0,,2.0,0.0,0.0,18.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0
152,21 minutes,7th batch,,,.,,.,,.,,.,38.0,A_narrow,,.,,.,1,1,1,1,1,1,-2,-2,1,1,2,1,0,3,-2,"45, 55",-1,-1,-1,-1,2,1,2,0,-1,1,-1,1,1,3,2,-2,1,2,1,2,-2,2,-2,-2,2,-3,-2,2,0,0,-3,-3,0,0,4,0,4,0,0,0,0,1,4,0,2,2,0,0,1,1,3,400000,1000000,23000,2,-2,-2,-3,1,3,1,-1,-1,0,-2,-2,-3,-2,1,2,-1,1,2,2.0,,1,1,1.0,,1,2,2.0,,0,0,-1,-3,-1,-3,-1,0,,.,36.0,1_1,,.,,.,,.,,.,1.0,1,3,3.0,,0,1,2,0,71,1942,3,6,-1,1,6,1,1.0,3.0,1.0,11,,2,1,0,0,1.0,1,1,1,1,1,2,-1.0,-2,-2,1,-2,0.64083546,0.6067387,21,.,.,.,38.0,A_narrow,36.0,1_1,1.0,,45,55,-1.25,2.0,-2.5,1.0,-1.0,-2.0,-1.0,4.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,-3.0,0.0,3.0,6.0,3.0,0.0,1.0,,,0.0,0.0,11.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,1.0,1.0,-1.0,-2.0
154,1 hour and 8 minutes,7th batch,,,.,,.,,.,,.,,.,,.,24.0,F_narrow,1,3,1,3,1,0,-2,-1,0,0,1,1,1,0,-1,"75, 25",1,3,1,1,3,-1,3,1,-2,-1,-2,3,3,0,3,-1,-2,2,3,3,-3,3,1,-3,0,-3,-1,3,-3,3,-1,-3,3,3,4,0,4,0,0,0,0,2,4,0,4,0,0,3,3,1,3,500000,250000,25000,-2,-3,-1,-3,3,3,0,0,0,-2,-3,-3,-2,0,1,3,0,1,1,1.0,,-1,-2,,2.0,1,3,2.0,,1,0,-1,-3,-1,-3,-1,0,,.,,.,98.0,1_2,,.,,.,,.,1.0,-1,-1,,2.0,0,-1,-2,0,38,1975,4,36,3,1,6,2,1.0,1.0,1.0,10,,2,1,2,1,-1.0,0,0,0,0,2,1,0.0,0,0,1,-2,0.8574028,0.87371236,68,.,.,.,24.0,F_narrow,98.0,1_2,1.0,,75,25,-2.25,0.0,-2.5,0.0,0.0,0.0,0.0,2.0,1.0,-4.0,-2.0,5.0,2.0,1.0,0.0,-3.0,0.0,3.0,-3.0,-2.0,0.0,1.0,,2.0,1.0,0.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-2.0
156,12 minutes,7th batch,,,.,,.,,.,,.,,.,,.,49.0,F_narrow,1,3,1,3,2,0,1,1,0,1,0,0,1,-1,1,"80, 20",1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,3,0,3,0,0,0,0,2,3,0,3,1,0,2,3,1,1,"100,000","500,000","20,000",1,3,1,1,0,3,-1,-1,-1,3,3,-3,3,3,-1,-3,-1,-1,-3,,3.0,-1,-3,,3.0,-1,-2,,2.0,-1,1,1,3,1,2,1,0,19.0,1_0,,.,,.,,.,,.,,.,1.0,-1,-1,,2.0,1,1,1,0,52,1961,4,24,3,1,6,1,1.0,3.0,1.0,7,,1,1,0,1,1.0,1,1,1,1,0,3,1.0,3,3,3,3,-0.15018785,0.6938201,12,.,.,.,49.0,F_narrow,19.0,1_0,0.33333334,,80,20,1.5,3.0,0.0,-2.0,-2.0,-2.0,-1.0,-6.0,-3.0,-6.0,-3.0,-4.0,-2.0,-2.0,3.0,2.0,0.0,3.0,-3.0,-2.0,3.0,1.0,,2.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0
157,18 minutes,7th batch,,,.,,.,,.,42.0,A_wide,,.,,.,,.,1,2,1,2,0,0,-3,-2,-2,0,-2,-2,-2,-2,-1,"25, 75",-1,-2,-1,-3,-2,2,-1,1,1,-2,1,-2,-1,1,-1,1,2,-2,-2,2,-2,1,-1,-3,-1,-2,-1,2,1,1,-1,-1,1,1,3,1,3,1,0,2,0,2,3,0,3,2,1,3,3,1,3,100000,5000000,12000,-1,-2,-1,-2,0,3,-1,-1,-1,2,2,2,3,2,-1,-2,-1,-1,-2,,2.0,-1,-2,,3.0,-1,-2,,2.0,-1,1,1,2,-1,-2,-1,-1,,.,,.,,.,,.,43.0,2_1,,.,-1.0,-1,-2,,2.0,-1,-1,-2,0,43,1970,0,47,1,1,2,2,1.0,,,0,,0,1,0,0,1.0,5,0,1,0,0,3,,0,3,3,3,-0.6000177,0.73233104,18,.,.,.,42.0,A_wide,43.0,2_1,-2.0,,25,75,-1.5,3.0,2.5,-2.0,-2.0,-2.0,-3.0,-4.0,-2.0,-5.0,-3.0,-4.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-4.0,-2.0,-2.0,1.0,,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0
159,13 minutes,7th batch,,,.,,.,,.,,.,,.,30.0,F_wide,,.,1,1,1,1,1,0,-2,-1,0,0,-1,-2,0,-3,0,"50, 50",-1,-2,1,0,2,2,1,0,1,2,1,1,1,2,1,0,2,0,1,3,-3,1,0,-3,0,-3,1,2,0,1,-3,-3,2,2,3,0,3,0,0,0,0,2,3,0,2,2,0,1,1,1,2,"200,000.00","100,000.00","19,000.00",2,3,3,2,0,4,-1,-1,-1,3,3,0,3,3,-1,-2,0,-1,-1,,1.0,-1,-2,,2.0,-1,-3,,3.0,-1,1,1,3,1,0,-1,0,,.,,.,,.,,.,,.,17.0,2_2,-1.0,1,0,1.0,,-1,-1,-1,0,46,1967,4,14,3,1,5,5,4.0,3.0,,12,,1,1,0,1,1.0,5,0,0,0,0,0,1.0,3,3,2,2,-0.06956785,0.60691047,13,.,.,.,30.0,F_wide,17.0,2_2,-1.0,,50,50,2.5,4.0,1.5,-3.0,-2.0,-1.0,0.0,-2.0,-1.0,-4.0,-2.0,-6.0,-3.0,-3.0,3.0,-2.0,0.0,-2.0,1.0,1.0,-3.0,1.0,,2.0,1.0,0.0,12.0,0.0,0.0,0.0,-1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0
160,24 minutes,7th batch,,,.,,.,40.0,C_narrow2,,.,,.,,.,,.,1,3,1,3,1,0,-2,0,0,1,-1,0,3,-2,0,"75, 25",1,3,1,2,2,1,3,0,-2,2,1,3,1,1,3,2,0,1,0,2,-3,3,-3,-3,-3,-3,1,3,1,-1,-1,-3,1,0,3,0,3,0,0,0,0,1,3,1,1,2,1,2,1,1,3,"175,000","500,000","30,000",3,3,-2,-2,0,4,-1,-1,-1,2,2,1,2,2,-1,-2,-1,-1,-2,,2.0,-1,-2,,2.0,-1,-2,,2.0,1,1,1,2,-1,-1,-1,-1,,.,,.,39.0,1_2,,.,,.,,.,1.0,-1,-3,,3.0,1,1,3,0,26,1987,4,22,-2,1,4,6,1.0,3.0,,5,,1,0,1,0,-1.0,0,0,0,0,0,0,1.0,0,3,3,2,0.4655866,0.8794356,24,.,.,.,40.0,C_narrow2,39.0,1_2,0.6666667,,75,25,0.5,4.0,1.5,-3.0,-3.0,-2.0,-3.0,-4.0,-2.0,-4.0,-2.0,-4.0,-2.0,1.0,2.0,-1.0,-2.0,3.0,-6.0,-3.0,2.0,1.0,,,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0
161,17 minutes,7th batch,,,.,,.,,.,,.,19.0,A_narrow,,.,,.,1,3,1,3,1,0,-2,-1,0,0,0,-1,1,1,-2,"40, 60",-1,-1,1,2,3,3,2,3,3,3,3,3,1,1,2,2,1,1,3,3,-3,3,-2,-3,3,-3,1,3,-3,1,-3,-3,3,1,3,0,1,0,0,0,0,2,2,0,2,1,0,2,0,1,1,"250,000.00",1000000,"55,000",3,2,0,3,0,3,-1,-1,-1,3,3,-1,1,3,-1,-3,-1,-1,-3,,2.0,-1,-2,,2.0,-1,-3,,2.0,-1,1,1,3,-1,-3,-1,-1,,.,,.,,.,18.0,2_0,,.,,.,-1.0,-1,-2,,2.0,-1,1,1,0,41,1972,4,33,3,1,5,3,2.0,3.0,,11,,1,1,0,0,1.0,0,0,0,0,0,1,0.0,1,0,1,2,-0.072548464,0.6554458,17,.,.,.,19.0,A_narrow,18.0,2_0,0.0,,40,60,2.0,3.0,0.0,-3.0,-3.0,-3.0,-1.0,-5.0,-2.0,-4.0,-2.0,-5.0,-2.0,-2.0,3.0,-2.0,-1.0,-2.0,-4.0,-2.0,-2.0,1.0,,2.0,0.0,0.0,11.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
162,17 minutes,7th batch,,,.,,.,,.,26.0,A_wide,,.,,.,,.,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,"50, 50",1,1,-1,-1,3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,0,3,0,-2,1,0,3,3,2,3,2,0,3,3,4,0,4,1,0,0,0,3,4,0,4,2,0,2,4,1,3,"1,000,000.00","1,000,000.00","30,000",0,0,-3,0,1,3,0,0,0,0,3,0,-1,-1,1,0,0,1,2,2.0,,-1,-2,,1.0,-1,-2,,2.0,0,1,1,3,-1,-3,0,0,,.,,.,,.,,.,37.0,2_1,,.,-1.0,-1,-2,,1.0,-1,-1,-2,0,53,1959,2,26,3,1,3,3,1.0,0.0,,12,,2,2,0,0,1.0,2,0,0,0,2,3,0.0,-2,-2,-3,-1,0.71582913,0.82473755,17,.,.,.,26.0,A_wide,37.0,2_1,1.0,,50,50,-0.75,2.0,-0.5,0.0,0.0,0.0,0.0,4.0,2.0,-3.0,-1.0,-4.0,-2.0,0.0,2.0,0.0,0.0,-3.0,-3.0,-1.0,-2.0,1.0,,2.0,0.0,0.0,12.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,-3.0,-1.0,-1.0
163,14 minutes,7th batch,,,.,,.,,.,,.,,.,,.,40.0,F_narrow,1,1,-1,-1,1,0,-1,-1,-2,1,2,2,3,0,1,"60, 40",-1,-2,-1,-2,2,2,2,2,1,2,1,1,2,3,2,3,1,3,2,3,-3,2,0,-3,0,-3,0,3,0,1,2,0,1,2,3,0,3,0,0,0,0,2,3,0,2,1,1,2,2,1,1,150000,20000,20000,-1,1,1,0,2,4,-1,-1,-1,2,2,0,2,0,1,0,0,1,1,1.0,,-1,-2,,2.0,1,2,1.0,,0,1,1,1,1,1,0,0,,.,,.,,.,,.,,.,29.0,2_2,-1.0,1,2,3.0,,-1,1,2,0,19,1994,2,5,-2,0,3,5,1.0,0.0,,8,,2,2,0,1,1.0,0,0,0,0,1,2,0.0,1,0,-1,2,0.46812534,0.7986087,14,.,.,.,40.0,F_narrow,29.0,2_2,2.3333333,,60,40,0.25,2.0,1.0,-3.0,-2.0,-1.0,0.0,2.0,1.0,-4.0,-2.0,3.0,1.0,0.0,2.0,0.0,0.0,-3.0,5.0,3.0,-2.0,1.0,,,0.0,0.0,8.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,2.0
164,15 minutes,7th batch,,45.0,C_wide,,.,,.,,.,,.,,.,,.,-1,-2,-1,0,2,1,0,0,0,1,0,0,1,0,1,"75, 25",1,2,1,2,3,0,3,1,0,2,0,3,3,2,1,1,0,2,3,3,-3,3,2,-3,0,-3,3,3,2,2,0,0,3,3,4,0,4,0,0,0,0,2,4,0,4,2,0,2,4,1,3,100000,1000000,35000,3,2,-1,1,2,3,-1,-1,-1,3,3,0,2,3,-1,-3,0,-1,-1,,1.0,-1,-2,,3.0,-1,-2,,1.0,-1,1,1,3,-1,-1,-1,0,18.0,1_0,,.,,.,,.,,.,,.,1.0,1,2,2.0,,0,1,2,0,56,1957,2,10,-4,1,3,2,1.0,0.0,,10,,1,1,0,0,1.0,1,1,1,0,3,0,0.0,1,1,2,0,0.8526953,0.6941627,15,.,.,.,45.0,C_wide,18.0,1_0,0.33333334,,75,25,1.25,1.0,1.0,-3.0,-3.0,-3.0,0.0,-2.0,-1.0,-5.0,-3.0,-3.0,-1.0,-2.0,2.0,-1.0,0.0,3.0,4.0,2.0,0.0,1.0,,,0.0,0.0,10.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
165,11 minutes,7th batch,,,.,,.,,.,13.0,A_wide,,.,,.,,.,1,3,-1,-2,-1,0,-3,-2,-3,0,0,0,0,2,1,"50, 50",1,2,-1,-2,1,0,2,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,1,3,65000,30000,10000,0,0,0,0,0,4,-1,-1,-1,0,0,0,0,0,-1,-3,-1,-1,-1,,2.0,-1,-2,,2.0,-1,-2,,2.0,0,1,1,3,1,2,1,1,,.,,.,17.0,1_2,,.,,.,,.,1.0,1,2,2.0,,1,1,2,0,34,1979,3,36,0,1,2,5,1.0,,,3,,0,0,0,1,0.0,5,0,1,1,0,1,,2,1,1,1,,,11,.,.,.,13.0,A_wide,17.0,1_2,0.0,,50,50,0.0,4.0,0.0,-3.0,-2.0,-1.0,-3.0,-3.0,-2.0,-4.0,-2.0,-4.0,-2.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
166,16 minutes,7th batch,,,.,,.,,.,,.,,.,,.,63.0,F_narrow,1,3,1,3,-2,1,0,1,1,1,-1,0,0,1,1,"50, 50",1,1,1,1,2,2,2,2,-2,2,-2,3,3,2,3,2,3,2,3,3,0,3,2,-2,3,-2,0,3,3,3,0,2,3,3,3,0,4,0,0,0,0,3,4,2,4,0,4,3,3,1,2,500000,300000,15000,1,-1,-1,-2,0,3,-1,-1,-1,1,-1,-2,1,0,1,1,0,1,2,2.0,,-1,-1,,1.0,1,2,2.0,,1,1,1,1,1,2,-1,-1,29.0,1_0,,.,,.,,.,,.,,.,1.0,1,2,2.0,,0,1,1,0,58,1955,4,39,-3,1,6,6,1.0,3.0,1.0,7,,2,2,0,1,1.0,5,0,1,0,0,0,0.0,0,0,0,0,0.74840313,0.62077016,16,.,.,.,63.0,F_narrow,29.0,1_0,-0.33333334,,50,50,-0.75,3.0,-0.5,-1.0,-1.0,-1.0,0.0,4.0,2.0,-2.0,-1.0,4.0,2.0,1.0,2.0,-1.0,-1.0,2.0,4.0,2.0,0.0,1.0,,,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,11 minutes,7th batch,,,.,,.,,.,,.,,.,,.,28.0,F_narrow,1,3,1,3,1,0,-1,0,-1,0,-1,0,1,-2,-1,"70, 30",1,2,1,2,3,3,3,3,0,3,0,1,3,2,3,3,2,2,3,3,2,3,2,0,1,0,1,3,2,3,1,1,3,2,4,1,4,0,0,2,0,2,4,1,4,1,1,3,3,1,3,250000,3000000,50000,-1,1,-2,-1,0,2,-1,-1,-1,2,2,-2,1,1,-1,-2,-1,1,1,1.0,,1,1,1.0,,1,1,1.0,,-1,1,1,1,1,1,-1,1,16.0,1_0,,.,,.,,.,,.,,.,1.0,1,3,2.0,,1,1,2,0,50,1963,0,13,3,1,5,5,1.0,3.0,,15,,1,2,0,0,1.0,5,0,1,0,1,2,-1.0,-1,-2,-2,-2,0.70809066,0.8046226,11,.,.,.,28.0,F_narrow,16.0,1_0,0.0,,70,30,-0.75,2.0,-0.5,-3.0,-2.0,-2.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0,-2.0,1.0,-3.0,1.0,2.0,5.0,2.0,1.0,1.0,,2.0,0.0,0.0,15.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
